state,date,PRECTOTCORR,T2M,RH2M
Imo,20210128,1.78,26.27,88.48
Imo,20210129,0.28,26.57,82.47
Imo,20210130,0.15,25.87,72.92
Imo,20210131,0.1,25.38,84.91
Imo,20210201,0.13,26.37,85.96
Imo,20210202,0.43,26.73,84.99
Imo,20210203,0.34,27.11,83.95
Imo,20210204,0.06,27.27,77.33
Imo,20210205,0.0,26.04,81.27
Imo,20210206,0.0,25.54,74.29
Imo,20210207,0.0,25.96,84.17
Imo,20210208,0.0,26.95,84.78
Imo,20210209,0.0,27.78,79.78
Imo,20210210,0.45,28.0,80.51
Imo,20210211,0.94,27.78,83.63
Imo,20210212,2.12,27.48,86.23
Imo,20210213,2.39,27.47,85.9
Imo,20210214,0.55,27.7,85.29
Imo,20210215,0.26,27.35,85.79
Imo,20210216,0.08,27.47,82.4
Imo,20210217,0.23,25.4,73.17
Imo,20210218,0.0,24.55,62.84
Imo,20210219,0.0,23.39,56.58
Imo,20210220,0.0,25.35,59.25
Imo,20210221,0.01,26.11,70.77
Imo,20210222,0.01,25.77,84.37
Imo,20210223,0.05,26.27,85.21
Imo,20210224,0.09,26.3,84.84
Imo,20210225,0.37,26.35,85.56
Imo,20210226,0.78,26.08,88.92
Imo,20210227,1.3,27.4,82.06
Imo,20210228,0.57,27.15,85.18
Imo,20210301,0.98,27.44,85.27
Imo,20210302,0.0,27.35,84.2
Imo,20210303,0.0,26.99,86.06
Imo,20210304,0.0,27.57,83.97
Imo,20210305,0.0,27.36,86.14
Imo,20210306,0.0,27.21,86.28
Imo,20210307,1.16,27.78,85.72
Imo,20210308,3.08,27.15,89.16
Imo,20210309,3.64,27.26,87.77
Imo,20210310,3.28,26.54,89.86
Imo,20210311,3.86,26.53,89.32
Imo,20210312,6.99,26.8,86.75
Imo,20210313,12.41,26.73,88.25
Imo,20210314,16.17,25.47,92.69
Imo,20210315,1.46,25.82,86.74
Imo,20210316,4.98,25.57,91.07
Imo,20210317,0.73,26.1,86.51
Imo,20210318,0.96,26.03,87.19
Imo,20210319,1.55,26.06,83.06
Imo,20210320,0.34,25.29,89.08
Imo,20210321,0.11,26.67,83.11
Imo,20210322,9.85,25.72,91.39
Imo,20210323,5.23,26.61,86.52
Imo,20210324,7.22,25.18,92.24
Imo,20210325,2.55,25.92,85.91
Imo,20210326,1.94,26.66,84.09
Imo,20210327,0.0,26.85,86.3
Imo,20210328,0.0,27.55,72.94
Imo,20210329,0.0,26.76,78.66
Imo,20210330,0.0,27.37,82.51
Imo,20210331,0.0,27.61,81.77
Imo,20210401,0.15,27.54,83.81
Imo,20210402,0.13,27.14,86.72
Imo,20210403,0.09,27.72,83.5
Imo,20210404,0.16,27.16,87.34
Imo,20210405,0.12,27.72,84.83
Imo,20210406,4.22,26.85,90.52
Imo,20210407,4.53,26.83,90.79
Imo,20210408,3.71,26.47,91.71
Imo,20210409,0.97,26.63,88.17
Imo,20210410,3.43,26.87,88.13
Imo,20210411,57.4,26.34,90.68
Imo,20210412,3.52,27.35,81.85
Imo,20210413,59.63,26.01,91.42
Imo,20210414,27.4,26.16,87.1
Imo,20210415,10.0,27.91,79.08
Imo,20210416,14.53,25.8,93.01
Imo,20210417,5.68,26.52,88.06
Imo,20210418,6.89,26.6,86.33
Imo,20210419,5.49,26.69,88.1
Imo,20210420,4.85,26.7,89.01
Imo,20210421,8.22,26.89,89.13
Imo,20210422,11.49,27.18,84.76
Imo,20210423,7.94,27.28,87.85
Imo,20210424,2.42,26.29,91.25
Imo,20210425,2.41,27.74,81.36
Imo,20210426,2.02,27.51,86.55
Imo,20210427,6.96,26.55,91.88
Imo,20210428,2.08,27.38,86.36
Imo,20210429,2.77,26.57,89.03
Imo,20210430,2.23,27.41,84.05
Imo,20210501,9.82,26.31,92.9
Imo,20210502,1.67,27.05,87.91
Imo,20210503,3.21,25.88,93.09
Imo,20210504,1.47,26.23,87.82
Imo,20210505,1.02,26.83,85.89
Imo,20210506,10.47,25.62,92.37
Imo,20210507,2.96,26.6,83.59
Imo,20210508,10.87,25.4,90.56
Imo,20210509,1.3,25.81,83.87
Imo,20210510,1.54,25.53,89.2
Imo,20210511,2.08,27.07,87.03
Imo,20210512,3.74,26.35,91.07
Imo,20210513,4.75,26.35,89.69
Imo,20210514,2.46,27.17,86.49
Imo,20210515,10.24,27.79,84.34
Imo,20210516,2.4,26.6,90.91
Imo,20210517,4.89,27.31,84.57
Imo,20210518,12.15,27.12,86.3
Imo,20210519,7.52,26.79,89.58
Imo,20210520,11.55,25.92,93.15
Imo,20210521,6.13,26.95,86.17
Imo,20210522,2.54,25.65,93.16
Imo,20210523,2.23,26.84,86.06
Imo,20210524,1.81,27.33,86.25
Imo,20210525,5.47,27.05,90.87
Imo,20210526,7.51,26.56,92.75
Imo,20210527,12.17,26.55,91.73
Imo,20210528,5.55,26.73,89.11
Imo,20210529,9.42,26.4,90.8
Imo,20210530,7.5,26.94,90.22
Imo,20210531,135.91,26.35,95.08
Imo,20210601,73.49,26.52,87.61
Imo,20210602,2.69,26.05,88.81
Imo,20210603,4.62,26.52,88.17
Imo,20210604,6.53,25.57,93.75
Imo,20210605,14.49,25.75,89.56
Imo,20210606,13.07,27.35,78.12
Imo,20210607,0.63,27.72,79.87
Imo,20210608,13.43,26.51,90.3
Imo,20210609,23.32,25.79,93.74
Imo,20210610,1.33,28.05,79.38
Imo,20210611,3.17,25.82,91.29
Imo,20210612,1.45,25.98,87.73
Imo,20210613,0.49,26.79,86.05
Imo,20210614,2.05,26.38,91.92
Imo,20210615,14.65,25.19,93.44
Imo,20210616,19.8,25.94,87.5
Imo,20210617,12.92,25.83,88.82
Imo,20210618,24.92,26.25,88.52
Imo,20210619,31.35,25.23,94.25
Imo,20210620,3.03,25.39,90.38
Imo,20210621,15.99,24.92,93.28
Imo,20210622,2.64,24.61,93.79
Imo,20210623,0.93,25.22,89.12
Imo,20210624,0.97,26.28,84.72
Imo,20210625,10.37,25.23,93.54
Imo,20210626,8.45,25.41,92.5
Imo,20210627,6.69,24.87,92.36
Imo,20210628,8.86,25.1,89.4
Imo,20210629,9.41,25.14,86.61
Imo,20210630,4.35,25.88,86.2
Imo,20210701,4.42,25.73,90.29
Imo,20210702,8.74,25.29,92.48
Imo,20210703,27.65,24.72,94.94
Imo,20210704,7.1,24.77,89.96
Imo,20210705,53.09,24.72,91.28
Imo,20210706,2.7,24.47,90.77
Imo,20210707,5.29,25.07,92.08
Imo,20210708,11.63,25.18,92.82
Imo,20210709,11.33,25.21,91.23
Imo,20210710,3.19,25.17,89.46
Imo,20210711,5.76,25.58,88.93
Imo,20210712,6.91,24.83,92.74
Imo,20210713,8.51,25.35,91.19
Imo,20210714,13.32,25.6,89.99
Imo,20210715,9.23,25.24,91.47
Imo,20210716,58.67,24.28,95.0
Imo,20210717,1.55,24.88,90.31
Imo,20210718,0.34,25.24,88.96
Imo,20210719,3.08,25.4,89.46
Imo,20210720,3.21,25.64,89.15
Imo,20210721,2.43,25.24,90.18
Imo,20210722,1.42,25.15,90.65
Imo,20210723,2.28,25.22,90.48
Imo,20210724,1.08,24.38,90.81
Imo,20210725,0.38,24.47,87.64
Imo,20210726,0.23,24.48,88.04
Imo,20210727,0.81,24.26,89.45
Imo,20210728,0.3,24.88,86.94
Imo,20210729,0.23,25.02,86.16
Imo,20210730,1.82,24.45,89.34
Imo,20210731,2.3,25.25,87.46
Imo,20210801,6.16,25.26,89.75
Imo,20210802,11.61,25.38,90.56
Imo,20210803,33.91,25.6,89.96
Imo,20210804,5.57,25.11,92.05
Imo,20210805,6.5,24.65,92.86
Imo,20210806,2.51,24.87,91.79
Imo,20210807,6.86,24.78,91.26
Imo,20210808,4.29,23.84,93.16
Imo,20210809,40.36,25.15,88.65
Imo,20210810,26.82,25.34,90.85
Imo,20210811,49.28,24.73,93.1
Imo,20210812,20.14,24.62,92.2
Imo,20210813,20.02,25.58,88.38
Imo,20210814,6.47,24.97,90.99
Imo,20210815,8.9,25.59,89.28
Imo,20210816,7.95,25.11,91.8
Imo,20210817,19.91,24.73,92.74
Imo,20210818,8.79,24.92,90.32
Imo,20210819,14.59,24.37,92.91
Imo,20210820,37.56,24.61,92.71
Imo,20210821,15.89,25.11,91.45
Imo,20210822,12.4,25.09,89.69
Imo,20210823,4.53,25.21,91.19
Imo,20210824,4.44,25.74,90.82
Imo,20210825,5.01,26.01,90.16
Imo,20210826,5.66,24.86,94.45
Imo,20210827,2.55,25.22,91.08
Imo,20210828,4.44,25.29,91.21
Imo,20210829,23.7,25.52,91.83
Imo,20210830,10.12,25.83,90.35
Imo,20210831,9.78,25.7,90.27
Imo,20210901,21.61,24.65,95.21
Imo,20210902,18.25,24.95,92.75
Imo,20210903,15.73,25.22,91.36
Imo,20210904,6.77,24.55,91.95
Imo,20210905,6.83,24.73,91.06
Imo,20210906,2.58,25.11,90.44
Imo,20210907,3.96,25.54,90.84
Imo,20210908,4.33,25.85,91.38
Imo,20210909,7.5,26.55,86.6
Imo,20210910,19.81,25.35,94.72
Imo,20210911,3.72,25.65,89.84
Imo,20210912,11.15,25.26,92.64
Imo,20210913,3.51,25.09,89.9
Imo,20210914,0.83,25.31,88.52
Imo,20210915,1.08,26.03,85.72
Imo,20210916,1.92,25.5,91.64
Imo,20210917,0.69,25.62,88.22
Imo,20210918,11.8,25.88,89.97
Imo,20210919,14.94,25.4,91.89
Imo,20210920,12.38,24.93,92.81
Imo,20210921,24.04,24.71,94.44
Imo,20210922,9.66,24.82,93.17
Imo,20210923,1.04,26.49,81.06
Imo,20210924,6.07,25.6,90.71
Imo,20210925,11.2,24.41,89.7
Imo,20210926,1.66,25.09,88.64
Imo,20210927,2.74,25.65,87.9
Imo,20210928,2.43,25.86,88.06
Imo,20210929,1.68,25.01,91.42
Imo,20210930,10.97,25.89,89.72
Imo,20211001,18.66,25.07,94.3
Imo,20211002,3.67,26.13,88.94
Imo,20211003,5.58,25.62,91.96
Imo,20211004,1.26,26.17,88.11
Imo,20211005,39.09,25.42,94.08
Imo,20211006,32.74,25.8,91.27
Imo,20211007,2.42,26.83,83.27
Imo,20211008,5.25,27.19,86.65
Imo,20211009,77.85,25.41,95.53
Imo,20211010,1.77,26.36,90.33
Imo,20211011,4.73,25.9,90.28
Imo,20211012,6.51,26.15,90.04
Imo,20211013,4.44,25.9,90.98
Imo,20211014,2.35,25.65,90.92
Imo,20211015,0.85,26.24,87.96
Imo,20211016,4.28,26.21,90.22
Imo,20211017,7.58,25.33,93.32
Imo,20211018,0.74,26.59,85.5
Imo,20211019,2.49,25.31,92.48
Imo,20211020,1.54,24.75,92.94
Imo,20211021,1.52,25.94,89.37
Imo,20211022,41.15,24.76,95.55
Imo,20211023,3.57,25.15,90.07
Imo,20211024,0.35,27.39,79.69
Imo,20211025,5.2,26.21,91.59
Imo,20211026,2.98,26.15,88.81
Imo,20211027,3.19,26.4,86.48
Imo,20211028,17.19,26.33,84.03
Imo,20211029,12.84,27.28,82.89
Imo,20211030,7.92,25.16,93.74
Imo,20211031,6.17,25.67,89.59
Imo,20211101,35.33,24.95,93.44
Imo,20211102,0.99,25.22,89.12
Imo,20211103,0.77,26.24,86.33
Imo,20211104,2.76,25.79,91.81
Imo,20211105,2.7,26.09,91.09
Imo,20211106,2.22,25.29,94.42
Imo,20211107,13.74,25.82,90.73
Imo,20211108,12.58,25.87,92.96
Imo,20211109,19.99,26.26,90.62
Imo,20211110,19.83,26.01,92.19
Imo,20211111,18.89,25.51,92.57
Imo,20211112,2.09,24.46,93.64
Imo,20211113,3.3,26.53,84.85
Imo,20211114,10.84,26.34,88.13
Imo,20211115,7.9,26.06,92.02
Imo,20211116,8.03,26.87,85.18
Imo,20211117,1.08,26.09,88.86
Imo,20211118,3.12,26.03,90.63
Imo,20211119,42.76,25.11,93.99
Imo,20211120,6.17,26.47,83.48
Imo,20211121,1.55,27.07,84.2
Imo,20211122,12.39,26.45,91.44
Imo,20211123,20.38,26.64,88.54
Imo,20211124,3.46,26.81,86.66
Imo,20211125,11.24,26.9,86.29
Imo,20211126,6.5,26.84,86.35
Imo,20211127,0.75,26.55,87.26
Imo,20211128,0.54,26.69,86.67
Imo,20211129,0.83,26.32,87.95
Imo,20211130,0.63,27.02,82.74
Imo,20211201,0.12,26.36,83.85
Imo,20211202,1.76,26.38,89.08
Imo,20211203,0.7,25.56,89.63
Imo,20211204,0.21,27.02,80.67
Imo,20211205,2.73,26.77,85.41
Imo,20211206,0.78,26.37,90.21
Imo,20211207,0.01,27.4,83.01
Imo,20211208,0.03,26.05,77.18
Imo,20211209,0.0,24.8,75.3
Imo,20211210,0.0,24.31,76.25
Imo,20211211,0.0,24.99,76.12
Imo,20211212,0.27,25.58,77.95
Imo,20211213,0.75,26.64,80.85
Imo,20211214,1.28,26.4,82.41
Imo,20211215,0.78,25.79,77.71
Imo,20211216,0.79,23.7,75.06
Imo,20211217,0.01,23.67,76.7
Imo,20211218,0.0,23.06,74.82
Imo,20211219,0.01,23.06,74.34
Imo,20211220,0.0,23.26,75.52
Imo,20211221,0.09,23.91,71.31
Imo,20211222,0.04,23.67,76.71
Imo,20211223,0.01,25.22,71.71
Imo,20211224,0.09,24.51,77.33
Imo,20211225,13.14,24.89,88.71
Imo,20211226,0.05,25.52,78.76
Imo,20211227,0.56,26.85,83.58
Imo,20211228,2.07,25.3,82.97
Imo,20211229,0.78,24.42,72.7
Imo,20211230,0.0,24.66,73.85
Imo,20211231,4.38,25.67,73.23
Imo,20220101,6.53,27.01,79.67
Imo,20220102,1.53,24.8,74.65
Imo,20220103,0.84,22.36,72.61
Imo,20220104,0.01,23.51,72.17
Imo,20220105,0.0,24.56,72.87
Imo,20220106,0.3,24.69,71.11
Imo,20220107,8.44,25.87,76.67
Imo,20220108,30.04,26.42,89.25
Imo,20220109,19.0,25.95,91.9
Imo,20220110,8.37,26.64,84.82
Imo,20220111,0.09,26.83,77.16
Imo,20220112,0.43,26.04,86.97
Imo,20220113,1.39,25.91,91.89
Imo,20220114,0.42,26.66,84.87
Imo,20220115,0.32,26.3,86.86
Imo,20220116,4.14,25.75,89.9
Imo,20220117,10.44,26.16,86.68
Imo,20220118,11.2,23.91,74.39
Imo,20220119,0.01,21.29,70.33
Imo,20220120,0.0,22.75,67.77
Imo,20220121,0.01,23.6,65.13
Imo,20220122,0.36,24.12,67.76
Imo,20220123,8.2,24.03,67.42
Imo,20220124,3.08,22.9,71.19
Imo,20220125,0.32,22.16,68.94
Imo,20220126,0.81,22.99,70.92
Imo,20220127,4.84,25.17,71.54
Imo,20220128,0.14,23.16,70.54
Imo,20220129,0.0,21.84,71.48
Imo,20220130,1.13,21.47,66.27
Imo,20220131,0.0,22.36,61.94
Imo,20220201,0.0,23.98,63.81
Imo,20220202,0.01,24.27,68.11
Imo,20220203,0.13,24.29,62.2
Imo,20220204,0.01,22.65,62.69
Imo,20220205,0.0,23.45,59.86
Imo,20220206,0.0,23.8,68.94
Imo,20220207,0.0,24.11,69.98
Imo,20220208,0.0,25.0,79.14
Imo,20220209,0.0,26.65,81.13
Imo,20220210,0.25,24.76,67.63
Imo,20220211,0.03,23.86,60.3
Imo,20220212,0.34,24.07,69.93
Imo,20220213,0.6,26.3,79.68
Imo,20220214,0.4,26.55,84.02
Imo,20220215,0.01,26.42,86.27
Imo,20220216,0.01,26.77,85.9
Imo,20220217,0.01,27.3,83.45
Imo,20220218,0.01,27.81,81.33
Imo,20220219,0.01,27.5,83.34
Imo,20220220,0.04,26.57,67.91
Imo,20220221,0.02,26.27,63.42
Imo,20220222,0.04,26.74,77.34
Imo,20220223,0.03,27.0,84.67
Imo,20220224,0.03,27.82,82.15
Imo,20220225,0.1,27.32,77.89
Imo,20220226,0.14,26.53,83.73
Imo,20220227,0.54,26.73,87.08
Imo,20220228,0.5,26.92,86.49
Imo,20220301,0.35,27.5,85.11
Imo,20220302,6.01,26.41,91.03
Imo,20220303,3.99,26.52,88.48
Imo,20220304,3.81,25.91,91.04
Imo,20220305,1.69,26.58,86.74
Imo,20220306,5.11,25.81,91.51
Imo,20220307,1.38,26.97,85.92
Imo,20220308,3.38,27.47,86.19
Imo,20220309,8.58,26.98,88.94
Imo,20220310,9.59,26.48,90.39
Imo,20220311,2.07,26.88,87.19
Imo,20220312,0.97,26.95,88.81
Imo,20220313,0.53,26.96,86.62
Imo,20220314,0.06,27.09,85.98
Imo,20220315,0.73,26.97,89.24
Imo,20220316,0.11,27.35,84.91
Imo,20220317,0.2,27.43,84.85
Imo,20220318,0.45,27.47,85.88
Imo,20220319,0.92,27.35,88.14
Imo,20220320,0.73,26.87,89.16
Imo,20220321,0.82,27.15,87.34
Imo,20220322,0.95,27.0,88.9
Imo,20220323,0.74,27.28,88.0
Imo,20220324,1.32,27.46,87.2
Imo,20220325,0.99,26.7,91.72
Imo,20220326,0.41,27.9,84.87
Imo,20220327,0.83,28.06,83.01
Imo,20220328,0.28,27.97,80.96
Imo,20220329,0.4,27.72,84.61
Imo,20220330,0.37,27.87,85.85
Imo,20220331,0.77,27.53,88.27
Imo,20220401,3.52,26.38,91.7
Imo,20220402,0.44,26.89,82.93
Imo,20220403,1.2,27.0,86.21
Imo,20220404,1.89,26.57,88.47
Imo,20220405,2.53,27.11,85.77
Imo,20220406,17.6,28.68,78.65
Imo,20220407,6.61,27.64,86.27
Imo,20220408,13.26,26.88,89.33
Imo,20220409,23.86,26.12,91.39
Imo,20220410,3.02,27.1,82.07
Imo,20220411,0.42,26.35,89.25
Imo,20220412,2.33,26.89,86.24
Imo,20220413,1.86,26.21,89.29
Imo,20220414,0.3,25.95,87.69
Imo,20220415,0.7,26.67,84.39
Imo,20220416,0.67,27.4,84.53
Imo,20220417,6.59,26.43,91.92
Imo,20220418,1.44,26.03,87.49
Imo,20220419,0.54,26.5,82.62
Imo,20220420,0.3,27.29,82.78
Imo,20220421,17.93,26.27,92.68
Imo,20220422,2.08,26.85,88.23
Imo,20220423,9.57,26.83,90.44
Imo,20220424,5.26,26.25,91.69
Imo,20220425,2.79,26.7,88.48
Imo,20220426,5.14,27.14,85.46
Imo,20220427,34.99,26.01,92.16
Imo,20220428,11.3,26.02,88.63
Imo,20220429,8.54,25.77,87.58
Imo,20220430,3.72,27.18,83.28
Imo,20220501,5.18,25.86,92.86
Imo,20220502,6.46,25.77,91.54
Imo,20220503,3.39,27.48,84.19
Imo,20220504,4.73,25.75,90.76
Imo,20220505,12.94,27.39,84.43
Imo,20220506,7.97,26.33,92.62
Imo,20220507,0.49,26.29,89.38
Imo,20220508,1.22,27.23,86.43
Imo,20220509,3.99,26.4,92.59
Imo,20220510,2.24,26.02,90.12
Imo,20220511,2.0,27.31,84.2
Imo,20220512,2.16,27.61,84.27
Imo,20220513,4.93,27.4,88.69
Imo,20220514,4.2,26.73,90.99
Imo,20220515,3.99,26.56,92.42
Imo,20220516,9.1,28.07,83.08
Imo,20220517,8.6,27.01,90.86
Imo,20220518,14.61,26.71,90.85
Imo,20220519,11.29,25.93,91.74
Imo,20220520,4.51,27.24,83.81
Imo,20220521,6.02,26.36,90.24
Imo,20220522,2.36,25.95,88.03
Imo,20220523,6.19,25.83,87.97
Imo,20220524,1.72,25.59,85.71
Imo,20220525,3.33,26.31,86.54
Imo,20220526,11.54,26.09,89.36
Imo,20220527,10.79,25.28,91.88
Imo,20220528,2.43,26.37,85.49
Imo,20220529,6.02,26.44,88.18
Imo,20220530,12.79,25.69,92.84
Imo,20220531,12.03,25.95,91.04
Imo,20220601,12.35,26.33,88.62
Imo,20220602,7.33,26.55,89.86
Imo,20220603,7.54,26.19,91.61
Imo,20220604,14.62,25.78,92.19
Imo,20220605,16.2,25.63,83.41
Imo,20220606,17.33,26.57,80.91
Imo,20220607,18.18,25.81,89.8
Imo,20220608,34.97,25.15,94.23
Imo,20220609,44.71,25.83,91.44
Imo,20220610,2.99,25.81,91.25
Imo,20220611,4.89,25.22,92.32
Imo,20220612,1.33,25.05,91.71
Imo,20220613,0.73,25.86,87.73
Imo,20220614,2.29,26.2,89.79
Imo,20220615,4.87,25.74,94.22
Imo,20220616,8.75,24.65,94.88
Imo,20220617,1.16,24.72,90.07
Imo,20220618,3.39,25.46,88.52
Imo,20220619,0.82,25.26,89.17
Imo,20220620,1.89,24.85,91.96
Imo,20220621,8.08,24.3,95.79
Imo,20220622,1.81,24.91,92.08
Imo,20220623,0.53,25.36,88.98
Imo,20220624,3.9,24.97,93.37
Imo,20220625,1.45,25.66,89.5
Imo,20220626,2.53,24.91,92.15
Imo,20220627,0.57,25.11,88.33
Imo,20220628,1.21,25.82,88.99
Imo,20220629,2.81,25.35,92.96
Imo,20220630,9.59,25.06,91.78
Imo,20220701,2.68,25.12,89.84
Imo,20220702,3.13,25.8,87.63
Imo,20220703,2.38,26.13,88.22
Imo,20220704,2.45,24.68,92.56
Imo,20220705,21.53,24.07,94.69
Imo,20220706,1.83,25.72,87.33
Imo,20220707,6.78,26.26,89.91
Imo,20220708,11.6,25.73,91.5
Imo,20220709,11.19,25.01,92.69
Imo,20220710,3.72,25.09,91.18
Imo,20220711,2.55,25.36,88.66
Imo,20220712,1.42,25.16,88.5
Imo,20220713,2.75,25.04,89.2
Imo,20220714,1.99,25.69,88.02
Imo,20220715,0.76,25.42,89.12
Imo,20220716,0.78,25.06,89.71
Imo,20220717,0.22,25.25,86.77
Imo,20220718,0.32,25.41,85.7
Imo,20220719,0.05,24.96,85.77
Imo,20220720,2.81,24.98,86.67
Imo,20220721,4.98,24.57,89.04
Imo,20220722,5.3,24.89,88.71
Imo,20220723,7.93,25.08,89.56
Imo,20220724,2.5,25.2,87.5
Imo,20220725,7.91,24.7,92.15
Imo,20220726,8.32,24.66,92.8
Imo,20220727,26.0,24.81,92.73
Imo,20220728,9.27,24.87,92.22
Imo,20220729,2.16,24.82,89.95
Imo,20220730,2.78,24.7,90.66
Imo,20220731,5.15,25.18,89.18
Imo,20220801,3.79,24.56,89.27
Imo,20220802,1.05,24.58,87.16
Imo,20220803,0.86,24.97,86.47
Imo,20220804,0.45,24.95,86.69
Imo,20220805,0.74,25.46,85.79
Imo,20220806,1.23,25.43,86.46
Imo,20220807,1.58,25.35,88.0
Imo,20220808,3.32,25.65,88.24
Imo,20220809,20.79,25.5,89.43
Imo,20220810,12.0,24.61,91.93
Imo,20220811,19.34,24.79,91.97
Imo,20220812,35.15,24.92,92.15
Imo,20220813,21.63,24.69,92.61
Imo,20220814,9.57,23.86,94.7
Imo,20220815,2.39,24.48,90.23
Imo,20220816,0.68,24.5,88.67
Imo,20220817,0.41,25.51,83.2
Imo,20220818,3.12,24.57,91.63
Imo,20220819,0.48,25.03,87.92
Imo,20220820,1.01,25.41,88.16
Imo,20220821,0.28,25.58,86.68
Imo,20220822,2.91,24.32,92.11
Imo,20220823,2.09,24.66,89.67
Imo,20220824,0.51,24.69,87.95
Imo,20220825,4.75,25.17,88.26
Imo,20220826,26.66,25.03,89.82
Imo,20220827,23.39,24.73,90.57
Imo,20220828,4.69,24.78,88.99
Imo,20220829,2.03,25.79,86.37
Imo,20220830,5.71,25.5,89.25
Imo,20220831,4.7,25.51,89.28
Imo,20220901,1.53,25.14,89.22
Imo,20220902,3.21,24.85,90.42
Imo,20220903,2.95,25.75,85.44
Imo,20220904,6.31,25.78,87.84
Imo,20220905,8.08,25.71,88.25
Imo,20220906,11.29,25.6,90.56
Imo,20220907,8.14,25.7,89.48
Imo,20220908,4.0,25.62,88.34
Imo,20220909,4.67,25.73,87.69
Imo,20220910,11.14,25.39,89.07
Imo,20220911,5.0,24.96,90.09
Imo,20220912,5.92,25.6,88.7
Imo,20220913,12.34,25.25,90.7
Imo,20220914,10.68,26.41,86.06
Imo,20220915,15.87,24.79,94.47
Imo,20220916,6.18,25.18,90.87
Imo,20220917,7.89,25.13,90.57
Imo,20220918,1.28,25.7,87.76
Imo,20220919,2.76,25.06,90.86
Imo,20220920,3.36,25.88,87.91
Imo,20220921,5.43,25.18,92.82
Imo,20220922,13.99,24.61,93.25
Imo,20220923,19.38,25.61,87.66
Imo,20220924,33.92,25.43,91.49
Imo,20220925,21.69,24.65,93.6
Imo,20220926,28.2,24.07,93.22
Imo,20220927,20.2,23.91,93.58
Imo,20220928,17.04,24.07,91.74
Imo,20220929,1.91,25.55,86.89
Imo,20220930,3.84,25.19,90.13
Imo,20221001,14.55,24.63,92.25
Imo,20221002,9.24,24.89,88.65
Imo,20221003,1.68,25.46,88.16
Imo,20221004,1.94,25.98,85.92
Imo,20221005,5.04,25.97,88.77
Imo,20221006,11.48,25.54,91.33
Imo,20221007,17.19,25.05,89.62
Imo,20221008,6.33,25.04,85.42
Imo,20221009,6.81,25.25,90.74
Imo,20221010,4.69,25.38,90.19
Imo,20221011,6.6,26.47,85.03
Imo,20221012,6.11,25.82,86.98
Imo,20221013,2.67,26.32,87.21
Imo,20221014,4.04,26.39,83.23
Imo,20221015,12.32,25.47,91.21
Imo,20221016,7.32,26.99,79.69
Imo,20221017,2.66,26.61,86.37
Imo,20221018,9.26,25.87,90.69
Imo,20221019,0.85,26.22,90.74
Imo,20221020,0.79,26.04,89.76
Imo,20221021,1.44,26.18,88.83
Imo,20221022,0.64,27.03,84.46
Imo,20221023,1.19,26.13,88.99
Imo,20221024,1.56,26.55,87.13
Imo,20221025,3.82,25.11,93.05
Imo,20221026,1.11,27.16,82.15
Imo,20221027,0.62,27.48,83.17
Imo,20221028,3.07,27.27,78.9
Imo,20221029,1.94,25.9,82.75
Imo,20221030,1.32,26.81,81.6
Imo,20221031,1.99,27.55,80.61
Imo,20221101,1.64,26.19,86.7
Imo,20221102,19.15,26.23,86.51
Imo,20221103,8.19,26.18,88.88
Imo,20221104,15.85,27.32,83.88
Imo,20221105,2.16,26.66,83.4
Imo,20221106,2.79,26.58,80.89
Imo,20221107,0.2,27.02,78.82
Imo,20221108,0.12,26.94,79.16
Imo,20221109,1.83,26.67,88.14
Imo,20221110,2.63,26.39,89.22
Imo,20221111,1.45,26.36,86.55
Imo,20221112,1.5,26.64,85.44
Imo,20221113,2.09,26.42,86.67
Imo,20221114,0.46,27.02,81.51
Imo,20221115,0.85,25.59,86.06
Imo,20221116,1.11,25.12,91.4
Imo,20221117,0.42,26.4,85.0
Imo,20221118,0.36,26.72,81.93
Imo,20221119,1.35,26.24,84.05
Imo,20221120,0.13,26.61,75.57
Imo,20221121,0.43,26.46,78.26
Imo,20221122,0.02,26.84,82.86
Imo,20221123,0.01,26.84,74.93
Imo,20221124,0.0,25.52,73.24
Imo,20221125,0.0,25.6,74.94
Imo,20221126,0.01,26.17,85.32
Imo,20221127,0.85,26.52,84.72
Imo,20221128,1.66,26.13,87.12
Imo,20221129,0.43,26.11,84.98
Imo,20221130,0.34,26.59,73.72
Imo,20221201,0.76,25.99,84.09
Imo,20221202,0.01,26.54,80.4
Imo,20221203,0.0,26.91,79.72
Imo,20221204,0.01,26.94,85.06
Imo,20221205,0.01,26.86,85.74
Imo,20221206,0.01,26.02,89.08
Imo,20221207,0.12,25.96,84.7
Imo,20221208,0.11,25.97,79.2
Imo,20221209,0.05,25.86,75.46
Imo,20221210,0.0,24.32,72.61
Imo,20221211,0.04,24.21,77.78
Imo,20221212,10.27,25.34,83.68
Imo,20221213,3.83,26.33,81.31
Imo,20221214,3.46,26.39,77.66
Imo,20221215,5.45,25.68,87.79
Imo,20221216,5.61,26.21,84.94
Imo,20221217,0.07,25.17,92.23
Imo,20221218,0.02,25.05,91.68
Imo,20221219,0.0,25.28,67.87
Imo,20221220,0.0,24.42,62.36
Imo,20221221,0.0,24.44,63.69
Imo,20221222,0.0,24.28,66.9
Imo,20221223,0.0,23.23,71.11
Imo,20221224,0.0,22.67,71.26
Imo,20221225,0.0,23.56,66.66
Imo,20221226,0.0,25.29,67.04
